tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
HDB000ETT16000112,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Geylang Contract 26A",Housing and Development Board,15/7/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000113,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Woodlands Neighbourhood 1 Contract 25",Housing and Development Board,15/7/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000114,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Woodlands Neighbourhood 7 Contract 33",Housing and Development Board,15/7/2016,Awarded to Suppliers,ARCHITECTS 61 PRIVATE LIMITED,0
HDB000ETT16000115,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Geylang Project A",Housing and Development Board,15/7/2016,Awarded to Suppliers,ARCHITECTS TEAM 3 PTE. LTD.,0
HDB000ETT16000116,Upgrading Works To Toilets At Marsiling Industrial Estate,Housing and Development Board,29/7/2016,Awarded to Suppliers,RDE CONSTRUCTION PTE LTD.,1000000
HDB000ETT16000117,"Supply, Delivery, Installation, Testing, Commissioning And Maintenance Of Environmental Sensors Network In A HDB Residential Estate",Housing and Development Board,17/11/2016,Awarded to Suppliers,BCT TECHNOLOGY PTE. LTD.,227120
HDB000ETT16000118,(A) Construction Of Canberra Crescent (Part 3) At Sembawang Town Neighbourhood 1; (B) Supply And Installation Of Road Directional Signs At Sembawang Town Neighbourhood 1,Housing and Development Board,21/9/2016,Awarded to Suppliers,SAMCO CIVIL ENGINEERING PTE. LTD.,2479020
HDB000ETT16000119,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Bedok Neighbourhood 2 Contract 11 With Community Club",Housing and Development Board,29/7/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000120,Accredited Checking Services For Building Works At Bedok Neighbourhood 4 Contract 9,Housing and Development Board,30/5/2016,Awarded to Suppliers,PH CONSULTING PTE. LTD.,16000
HDB000ETT16000121,Addition And Alteration Works To Car Parks (C1),Housing and Development Board,25/8/2016,Awarded to Suppliers,MEIDA CONSTRUCTION PTE. LTD.,2505000
HDB000ETT16000122,Addition & Alteration Works At HDB Offices,Housing and Development Board,16/6/2016,Awarded to Suppliers,INVOGUE BIZ PTE. LTD.,108040
HDB000ETT16000125,"Professional Services To Develop, Implement, Migrate And Maintain The HDB Digital Document Repository (HDB DDR) (FY2015/T012)",Housing and Development Board,5/9/2016,Awarded to Suppliers,FPT ASIA PACIFIC PTE. LTD.,408019
HDB000ETT16000126,"Conceptualisation, Design, Fabrication And Installation Of Exhibition For 2016 Peak Forum Public Exhibition",Housing and Development Board,22/6/2016,Awarded to Suppliers,MILTON EXHIBITS (SINGAPORE) PTE. LTD.,168806.5
HDB000ETT16000127,Mechanical And Electrical Cyclical Improvement Works To Multi-Storey Car Parks (Batch 2),Housing and Development Board,12/10/2016,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,4056000
HDB000ETT16000128,A) Design & Build Of Upgrading Projects For G24A; B) Contingency Works,Housing and Development Board,29/12/2016,Awarded to Suppliers,KIENTA ENGINEERING CONSTRUCTION PTE. LTD.,22500000
HDB000ETT16000129,Term Contract For Servicing And Maintenance Of Fire Protection System And Standby Generator Sets At HDB Shopping Complexes For 39 Months (Contract 1),Housing and Development Board,16/6/2016,Awarded to Suppliers,C&W SERVICES OPERATIONS PTE. LTD.,64293
HDB000ETT16000130,"Term Contract For Minor Building, Sanitary And Plumbing Works At Various HDB Industrial Estates For Two Years From 2016 To 2018 (West-2)",Housing and Development Board,3/8/2016,Awarded to Suppliers,PIKASA BUILDERS PTE. LTD.,0
HDB000ETT16000133,A) Design & Build Of Upgrading Projects For G24E; B) Contingency Works,Housing and Development Board,22/12/2016,Awarded to Suppliers,CHAN RONG FEN BUILDING CONSTRUCTION PTE LTD,27500000
HDB000ETT16000134,Supply Of Management Services For Event And Publicity Materials For Lucky Draw From Sep 16 To Dec 16 For 21 HDB Shopping Centres,Housing and Development Board,28/6/2016,Awarded to Suppliers,RADIUS EXPERIENTIAL INTERNATIONAL PTE. LTD.,83959
HDB000ETT16000136,Multi-Disciplinary (Civil & Structural Engineering And Quantity Surveying) Consultancy Services For Demolition Project At Public Housing Estate (Batch 10),Housing and Development Board,10/8/2016,Awarded to Suppliers,CKMBT INTERNATIONAL PTE. LTD.,74000
HDB000ETT16000137,Comprehensive Maintenance Of Microcomputers And Peripherals (FY2015/T017),Housing and Development Board,29/7/2016,Awarded to Suppliers,ITECH VISION PTE LTD,13675.6
HDB000ETT16000139,Improvement Works To Surface Car Parks (Batch 69),Housing and Development Board,18/10/2016,Awarded to Suppliers,SING TEC DEVELOPMENT PTE. LTD.,13177000
HDB000ETT16000141,Provision Of Heartland Ambassador Training Programme,Housing and Development Board,3/8/2016,Awarded to Suppliers,VIVARCH ENRICHMENT PTE. LTD.,4323.67
HDB000ETT16000142,Improvement Works To Multi-Storey Car Parks And Standalone Electrical Sub-Stations (Batch 50),Housing and Development Board,13/10/2016,Awarded to Suppliers,CKR PAINTS & COATING SPECIALIST PTE. LTD.,5435000
HDB000ETT16000143,Addition And Alteration Works At HDB Hub Atrium Level 2,Housing and Development Board,30/8/2016,Awarded to Suppliers,QXY RESOURCES PTE. LTD.,2566000
HDB000ETT16000144,Drains Repair & Improvements Works At Defu Industrial Estate,Housing and Development Board,5/9/2016,Awarded to Suppliers,JUPITER BUILDER PTE. LTD.,4926000
HDB000ETT16000145,Repairs And Redecoration Works At KB-1,Housing and Development Board,5/9/2016,Awarded to Suppliers,QXY RESOURCES PTE. LTD.,1368000
HDB000ETT16000146,Term Contract For Cleaning And Conservancy Works (Contract 1),Housing and Development Board,20/9/2016,Awarded to Suppliers,TEE ENVIRONMENTAL PTE. LTD.,7222620
HDB000ETT16000147,Term Contract For Cleaning And Conservancy Works (Contract 2),Housing and Development Board,20/9/2016,Awarded to Suppliers,ATL MAINTENANCE PTE. LTD.,6473916
HDB000ETT16000148,Term Contract For Cleaning And Conservancy Works (Contract 3),Housing and Development Board,20/9/2016,Awarded to Suppliers,THENG LIANG LEE SERVICES PTE LTD,7874720
HDB000ETT16000151,"Provision Of Design Consultancy, Content Development And Fit-Out Services Of The Punggol Visitor Centre",Housing and Development Board,10/8/2016,Awarded to Suppliers,Kingsmen Exhibits Pte Ltd,778000
HDB000ETT16000152,"Design, Build, Operate & Maintenance Of A Pneumatic Waste Conveyance System (PWCS) At Bukit Batok (N4 C18-C21)",Housing and Development Board,26/10/2016,Awarded to Suppliers,STREAM ENVIRONMENT (S) PTE. LTD.,2238880
HDB000ETT16000154,Accredited Checking Services For Building Works At Sembawang Neighbourhood 1 Contract 1,Housing and Development Board,8/7/2016,Awarded to Suppliers,PH CONSULTING PTE. LTD.,14800
HDB000ETT16000155,Improvement Works To Surface Car Parks (Batch 68),Housing and Development Board,14/10/2016,Awarded to Suppliers,SING TEC DEVELOPMENT PTE. LTD.,8250000
HDB000ETT16000157,"Supply, Delivery, Installation, Testing, Commissioning And Maintenance Of E-Polling System For Housing Management Group (Year 2016)",Housing and Development Board,21/9/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000160,"Supply, Delivery, Propagation And Maintenance Of Freshwater-Tolerant Mangroves And Freshwater Swamp Species Along Punggol Waterway (2)",Housing and Development Board,7/10/2016,Awarded to Suppliers,HOCKLIM ENGINEERING PTE. LTD.,266150
HDB000ETT16000162,Fire Insurance Coverage For HDB Properties For The Period 1 October 2016 To 31 March 2020,Housing and Development Board,5/9/2016,Awarded to Suppliers,AVA INSURANCE BROKERS PTE. LTD.,2555000
HDB000ETT16000163,"Term Contract For Provision Of Services For Laboratory Testing, Operation And Maintenance At HDB Engineering Materials Laboratory (Batch 4)",Housing and Development Board,25/8/2016,Awarded to Suppliers,BNL SERVICES PTE LTD,20500.36
HDB000ETT16000164,Supply Of Java Programming Services (FY2016/T001),Housing and Development Board,20/9/2016,Awarded to Suppliers,NSEARCH GLOBAL PTE. LTD.,462
HDB000ETT16000164,Supply Of Java Programming Services (FY2016/T001),Housing and Development Board,20/9/2016,Awarded to Suppliers,WDC CONSULTING SINGAPORE PTE. LTD.,540
HDB000ETT16000166,Appointment Of Managing Agent For Punggol Town Plaza,Housing and Development Board,30/9/2016,Awarded to Suppliers,KNIGHT FRANK PROPERTY ASSET MANAGEMENT PTE. LTD.,1186411.4
HDB000ETT16000167,(A) Construction Of Trunk Sewer Along Sengkang West Road; (B) Earthwork At Sengkang East Drive; (C) Construction Of Outlet Drain At Sengkang East Drive,Housing and Development Board,14/11/2016,Awarded to Suppliers,PROGRESSIVE BUILDERS PRIVATE LIMITED,7700000
HDB000ETT16000169,Accredited Checking Services For The Checking Of Structural Design For Construction Of Pedestrian Overhead Bridge Along Sengkang East Way,Housing and Development Board,24/8/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000171,Formal Safety Assessment Study At Changi East,Housing and Development Board,9/11/2016,Awarded to Suppliers,BMT SINGAPORE PTE. LTD.,173550
HDB000ETT16000172,Term Contract For The Repair Of Ceiling Leak In HDB Flats For A Period Of Eighteen (18) Months - Batch 18,Housing and Development Board,24/8/2016,Awarded to Suppliers,GOH & FOONG CONTRACTORS PTE LTD,0
HDB000ETT16000173,Term Contract For The Repair Of Ceiling Leak In HDB Flats For A Period Of Eighteen (18) Months - Batch 19,Housing and Development Board,24/8/2016,Awarded to Suppliers,JI-HON DEVELOPMENT PTE LTD,0
HDB000ETT16000174,Term Contract For The Repair Of Ceiling Leak In HDB Flats For A Period Of Eighteen (18) Months - Batch 20,Housing and Development Board,24/8/2016,Awarded to Suppliers,SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,0
HDB000ETT16000175,Term Contract For The Repair Of Ceiling Leak In HDB Flats For A Period Of Eighteen (18) Months - Batch 21,Housing and Development Board,24/8/2016,Awarded to Suppliers,ESPIRIT BUILDING & ENGINEERING PTE. LTD.,0
HDB000ETT16000179,A) Design & Build Of Upgrading Projects For G25J; B) Contingency Works,Housing and Development Board,28/12/2016,Awarded to Suppliers,KHIAN HENG CONSTRUCTION (PRIVATE) LIMITED,17590000
HDB000ETT16000180,Supply Of Computer Disaster Recovery Services For A Period Of Five (5) Years,Housing and Development Board,30/11/2016,Awarded to Suppliers,IBM SINGAPORE PTE LTD,258814.29
HDB000ETT16000181,Construction Of Trunk Sewer Along Anchorvale Lane,Housing and Development Board,14/10/2016,Awarded to Suppliers,PRESSCRETE ENGINEERING PTE LTD,1230000
HDB000ETT16000182,A) Design & Build Of Upgrading Projects For G25G; B) Contingency Works,Housing and Development Board,14/12/2016,Awarded to Suppliers,PRECISE DEVELOPMENT PTE. LTD.,15118000
HDB000ETT16000183,"Creative Design, Conceptualisation And Event Management Services For The Exhibition On The Remaking Our Heartland (ROH) Batch Three",Housing and Development Board,18/10/2016,Awarded to Suppliers,Pico Art International Pte Ltd,1788000
HDB000ETT16000185,"Proposed Addition & Alteration To Existing HDB Development: 1) At HDB Precinct Pavilion To New Convenience Store On Lot 04157P MK06 At Block 339, Kang Ching Road, Singapore 610339; 2) At 1st Storey HDB Multi-Storey Carpark To New Eatery On Lot 03748P MK06 At Block 990, Jurong West Street 93, Singapore 640990",Housing and Development Board,29/8/2016,Awarded to Suppliers,PARKLINK PTE. LTD.,498600
HDB000ETT16000187,Part A : Building Works At Ang Mo Kio Neighbourhood 2 Contract 31 (Total: 590 Dwelling Units); Part B : Contingency Work,Housing and Development Board,31/10/2016,Awarded to Suppliers,WELLTECH CONSTRUCTION PTE LTD,69500000
HDB000ETT16000188,Part A: Building Works At Bedok Neighbourhood 4 Contract 9 (Total: 660 Dwelling Units); Part B: Contingency Works,Housing and Development Board,31/10/2016,Awarded to Suppliers,WELLTECH CONSTRUCTION PTE LTD,61700000
HDB000ETT16000189,"Part A: Building Works At Sembawang Neighbourhood 1 Contract 1 (Total: 1,252 Dwelling Units); Part B : Contingency Works",Housing and Development Board,11/11/2016,Awarded to Suppliers,EXPAND CONSTRUCTION PTE LTD,116888000
HDB000ETT16000190,"Construction Of Senja Close And Senja Link (Part), Bus Shelters & Bus Bays At Bukit Panjang Neighbourhood 6",Housing and Development Board,5/12/2016,Awarded to Suppliers,HARFORD ENGINEERING PTE LTD,2974988
HDB000ETT16000191,Term Contract For The Provision Of Security Monitoring Services And Maintenance Of Security Alarm System At HDB Offices For The Period 1 October 2016 To 30 September 2019,Housing and Development Board,5/9/2016,Awarded to Suppliers,ADEMCO (FAR EAST) PTE LTD,49055
HDB000ETT16000192,Construction Of Bus Bays And Bus Shelters In Bukit Batok Neighbourhood 4,Housing and Development Board,9/12/2016,Awarded to Suppliers,HWEE MENE BUILDING CONSTRUCTION PTE. LTD.,1835326
HDB000ETT16000197,Project 1: Part A: Building Works At Bukit Panjang Neighbourhood 6 Contract 12 (Total: 552 Dwelling Units); Part B: Contingency Works. Project 2: Part A: Building Works At Bukit Panjang Neighbourhood 6 Contract 15 (Total: 230 Dwelling Units) And Neighbourhood Park; Part B: Contingency Works,Housing and Development Board,3/11/2016,Awarded to Suppliers,GREATEARTH CORPORATION PTE. LTD.,96386000
HDB000ETT16000198,Part A: Appointment Of Managing Agent For Sand And Granite Storage Sites (Batch 2); Part B: Contingency Works,Housing and Development Board,16/9/2016,Awarded to Suppliers,GUTHRIE FMC PTE. LTD.,341917.5
HDB000ETT16000199,Maintenance Of HDB Gallery From 1 October 2016 To 31 July 2017,Housing and Development Board,9/9/2016,Awarded to Suppliers,Pico Art International Pte Ltd,8115
HDB000ETT16000200,Street Lighting Improvement Works At Defu Lane 1 To 9 Industrial Estate,Housing and Development Board,2/11/2016,Awarded to Suppliers,Technicon Engineering Pte Ltd,811500
HDB000ETT16000201,Periodic Structural Inspection And Related Works At Various HDB Estates (Batch 12A),Housing and Development Board,21/10/2016,Awarded to Suppliers,FONG CONSULT PTE. LTD.,275
HDB000ETT16000202,Accredited Checking Services For Building Works At Tampines Neighbourhood 6 Contract 2B,Housing and Development Board,22/8/2016,Awarded to Suppliers,PH CONSULTING PTE. LTD.,14800
HDB000ETT16000203,Accredited Checking Services For Building Works At Sembawang Neighbourhood 1 Contract 9,Housing and Development Board,29/8/2016,Awarded to Suppliers,PH CONSULTING PTE. LTD.,14800
HDB000ETT16000204,"Supply, Fabrication, Delivery, Installation, Commissioning And Maintenance Of A HDB Town Model",Housing and Development Board,19/10/2016,Awarded to Suppliers,ANNESING PTE. LTD.,75000
HDB000ETT16000205,(A) Construction Of Buangkok Drive (Extension) In Hougang Town (Part 1); (B) Construction Of Bus Bay / Bus Shelters Along Buangkok Crescent And Buangkok Link,Housing and Development Board,2/12/2016,Awarded to Suppliers,HUATIONG CONTRACTOR PTE LTD,16082350
HDB000ETT16000206,Accredited Checking Services For Design And Build Of Upgrading Projects For G23A,Housing and Development Board,29/8/2016,Awarded to Suppliers,T H CHUAH & PARTNERS LLP,9800
HDB000ETT16000207,Term Contract For Maintenance And Servicing Of Mechanical & Electrical Installations In Civil Defence Shelters At Various HDB Housing Estates (Zone 1),Housing and Development Board,22/9/2016,Awarded to Suppliers,CHAO SHENG FIRE PROTECTION WORKS PTE LTD,261148
HDB000ETT16000208,Term Contract For Maintenance And Servicing Of Mechanical & Electrical Installations In Civil Defence Shelters At Various HDB Housing Estates (Zone 2),Housing and Development Board,22/9/2016,Awarded to Suppliers,SUPERJET ENGINEERING PTE LTD,267754
HDB000ETT16000209,Supply Of Programming And IT Related Services For The Period 1 Nov 2016 To 31 Mar 2020 (Contract 1),Housing and Development Board,14/10/2016,Awarded to Suppliers,EMSON SYSTEMS (S) PTE. LTD.,11186.1
HDB000ETT16000210,Supply Of Programming And IT Related Services For The Period 1 Nov 2016 To 31 Mar 2020 (Contract 2),Housing and Development Board,14/10/2016,Awarded to Suppliers,MONA Computer Systems (S) Pte Ltd,10140.3
HDB000ETT16000211,Supply Of Programming And IT Related Services For The Period 1 Nov 2016 To 31 Mar 2020 (Contract 3),Housing and Development Board,14/10/2016,Awarded to Suppliers,ML Consulting Pte Ltd,10020
HDB000ETT16000212,"Twelfth Term Contract For The Supply, Delivery, Installation And Maintenance Of Lift Surveillance System (LSS) For A Period Of Forty Eight (48) Months (2016 To 2020)",Housing and Development Board,14/11/2016,Awarded to Suppliers,Willowglen Services Pte Ltd,863500
HDB000ETT16000213,Quantity Surveying Consultancy Services For: (A) Design And Build Of Upgrading Projects For G20F; (B) Design And Build Of Upgrading Projects For G21D,Housing and Development Board,30/11/2016,Awarded to Suppliers,CPG CONSULTANTS PTE LTD,0
HDB000ETT16000214,Supply Of Programming And IT Related Services For The Period 1 Nov 2016 To 31 Jan 2020 (Contract 4),Housing and Development Board,28/10/2016,Awarded to Suppliers,MONA Computer Systems (S) Pte Ltd,3720.72
HDB000ETT16000215,Supply Of Programming And IT Related Services For The Period 1 Nov 2016 To 31 Jan 2020 (Contract 5),Housing and Development Board,28/10/2016,Awarded to Suppliers,ML Consulting Pte Ltd,3328
HDB000ETT16000216,Supply Of Programming And IT Related Services For The Period 1 Nov 2016 To 31 Jan 2020 (Contract 6),Housing and Development Board,28/10/2016,Awarded to Suppliers,MONA Computer Systems (S) Pte Ltd,3454.9
HDB000ETT16000217,Supply Of Programming And IT Related Services For The Period 1 Nov 2016 To 31 Jan 2020 (Contract 7),Housing and Development Board,28/10/2016,Awarded to Suppliers,EMSON SYSTEMS (S) PTE. LTD.,3655.89
HDB000ETT16000218,Accredited Checking Services For Proposed Public Housing Development At Tampines Neighbourhood 6 Contract 8 To 10,Housing and Development Board,1/9/2016,Awarded to Suppliers,PH CONSULTING PTE. LTD.,46660
HDB000ETT16000219,Term Contract For Servicing And Maintenance Of Air Conditioning System At Rivervale Plaza For The Period 01 Jan 2017 To 31 Dec 2019,Housing and Development Board,14/10/2016,Awarded to Suppliers,AVM ENGINEERING PTE. LTD.,306630
HDB000ETT16000220,Mechanical And Electrical Cyclical Improvement Works To Multi-Storey Car Parks (Batch 5),Housing and Development Board,23/12/2016,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,3175000
HDB000ETT16000222,Accredited Checking Services For Design & Build Of Upgrading Projects For G22B,Housing and Development Board,7/9/2016,Awarded to Suppliers,FONG CONSULT PTE. LTD.,4750
HDB000ETT16000224,Operate And Manage HDB Car Parks At Commercial Complexes And Residential Estate,Housing and Development Board,31/10/2016,Awarded to Suppliers,Top Parking Pte Ltd,62441.1
HDB000ETT16000226,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Punggol North Contract 4",Housing and Development Board,10/11/2016,Awarded to Suppliers,KYOOB ARCHITECTS PTE. LTD.,0
HDB000ETT16000227,"Fabrication, Supply And Installation Of Signages At HDB Centre Of Building Research",Housing and Development Board,28/10/2016,Awarded to Suppliers,SINGA SIGNAGE & DESIGN EXHIBIT PTE LTD,53420
HDB000ETT16000228,Design & Supply Of Festive Decorations (Christmas 2016 And Chinese New Year 2017) At 26 Shopping Complexes And 2 Town Plazas,Housing and Development Board,5/10/2016,Awarded to Suppliers,S-LITE EVENT SUPPORT PTE. LTD.,325820
HDB000ETT16000230,Term Contract For Maintenance And Desilting Of Grease Treatment Plant At Gourmet East Kitchen And Shimei East Kitchen For A Period Of Three (3) Years (Year 2017/2019),Housing and Development Board,18/11/2016,Awarded to Suppliers,BOON WEE CONST (S) PTE. LTD.,503478
HDB000ETT16000232,Accredited Checking Services For Design And Build Of Upgrading Projects For G21H,Housing and Development Board,16/9/2016,Awarded to Suppliers,ENGINEERS 2002 (PTE),9000
HDB000ETT16000233,Installation Of Road Directional Signs At Choa Chua Kang Town,Housing and Development Board,22/12/2016,Awarded to Suppliers,FUJI SIGNCRAFTS INDUSTRIES PTE LTD,409000
HDB000ETT16000234,Accredited Checking Services For Integrated Development At Bidadari Contract 5,Housing and Development Board,26/10/2016,Awarded to Suppliers,CPG CONSULTANTS PTE LTD,28500
HDB000ETT16000235,Specialist Accredited Checking Services For Integrated Development At Bidadari Contract 5,Housing and Development Board,21/9/2016,Awarded to Suppliers,GEOALLIANCE CONSULTANTS PTE. LTD.,9000
HDB000ETT16000236,"Supply, Installation, Commission And Maintenance Of Device Control Solution For HDB (FY2016/T009)",Housing and Development Board,15/12/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000237,Reconfiguration Works At HDB Offices,Housing and Development Board,3/10/2016,Awarded to Suppliers,ECLAT INTERIOR AND CONSTRUCTION PTE. LTD.,152210
HDB000ETT16000239,Accredited Checking Services For Proposed Public Housing Development At Punggol West Contract 39,Housing and Development Board,8/11/2016,Awarded to Suppliers,ENGINEERS 2002 (PTE),23000
HDB000ETT16000240,Part A: Appointment Of Managing Agent To Manage HDB Construction Resources Services (No. 4); Part B: Contingency Works,Housing and Development Board,30/11/2016,Awarded to Suppliers,UEMS SOLUTIONS PTE. LTD.,123372
HDB000ETT16000241,Term Contract For Management And Maintenance Of Storey Shelters,Housing and Development Board,11/10/2016,Awarded to Suppliers,CPG Facilities Management Pte Ltd,6307.61
HDB000ETT16000242,"Supply, Delivery, Installation And Maintenance Of Closed Circuit Television Systems At HDB Offices",Housing and Development Board,2/12/2016,Awarded to Suppliers,Joyous SE Engineering,168000
HDB000ETT16000244,Term Contract No.38 For Soil Investigation Works For A Period Of 30 Months,Housing and Development Board,15/12/2016,Awarded to Suppliers,RYOBI GEOTECHNIQUE INTERNATIONAL PTE. LTD.,0
HDB000ETT16000245,Electrical Improvement Works At Various HDB Industrial Estates (2016),Housing and Development Board,20/12/2016,Awarded to Suppliers,Technicon Engineering Pte Ltd,3730000
HDB000ETT16000246,Construction Of Covered Linkways And High Linkways At Sengkang Town: Part A: Linkway From Block 430D To 433A And Bus Stop Along Sengkang West Way; Part B: High Linkway From Block 448A To Bus Stop Along Jalan Kayu,Housing and Development Board,16/11/2016,Awarded to Suppliers,LBE ENGINEERING PTE. LTD.,419481
HDB000ETT16000249,Accredited Checking Services For Building Works At Bedok Neighbourhood 5 Contract 19,Housing and Development Board,21/10/2016,Awarded to Suppliers,CKM CONSULTANTS PTE LTD,11405
HDB000ETT16000251,Installation Of Lift Sensing Cable And Other Related Works At Various HDB Industrial Estates,Housing and Development Board,1/11/2016,Awarded to Suppliers,RHYTHME TECHNOLOGY PTE LTD,216500
HDB000ETT16000252,"Term Contract For Minor Building, Sanitary & Plumbing Works At Kitchener Complex And Bras Basah Complex For A Period Of 40 Months",Housing and Development Board,22/11/2016,Awarded to Suppliers,GOH & FOONG CONTRACTORS PTE LTD,0
HDB000ETT16000254,Term Contract For Electrical Works At Kitchener Complex And Bras Basah Complex For A Period Of 40 Months,Housing and Development Board,25/11/2016,Awarded to Suppliers,LHR TRADING CO. PTE. LTD.,0
HDB000ETT16000255,Term Contract For Event Management Services And Logistic Services For Community Events For A Period Of 12 Months,Housing and Development Board,16/11/2016,Awarded to Suppliers,J'KIDS AMUSEMENT PTE. LTD.,33039.5
HDB000ETT16000256,Term Contract For The Maintenance Of Fire Protection & Mechanical Ventilation Systems At Various Industrial Estates For The Period 01 Feb 2017 To 31 Jan 2020 (West Zone),Housing and Development Board,23/12/2016,Awarded to Suppliers,J KEART ALLIANCES PTE. LTD.,312325
HDB000ETT16000257,Construction Of Residents' Committee Centres At HDB Void Decks (Batch 107),Housing and Development Board,24/10/2016,Awarded to Suppliers,STRATEGIC CONSTRUCTION PTE. LTD.,977000
HDB000ETT16000258,"Term Contract For Washing, Cleaning, Flushing And Sterilisation Of Water Tanks At Various HDB Industrial Estates For A Period Of Three (3) Years",Housing and Development Board,21/12/2016,Awarded to Suppliers,BM BUILDING PTE LTD,208746
HDB000ETT16000259,Accredited Checking Services For Building Works At Punggol North C8,Housing and Development Board,26/10/2016,Awarded to Suppliers,CKM CONSULTANTS PTE LTD,13996
HDB000ETT16000261,Accredited Checking Services For Design And Build Of Upgrading Projects For G23B,Housing and Development Board,5/10/2016,Awarded to Suppliers,CKM CONSULTANTS PTE LTD,6840
HDB000ETT16000263,"Term Contract For Supply, Delivery And Maintenance Of Live Potted Plants At HDB Hub For A Period Of Twenty-Four (24) Months",Housing and Development Board,7/11/2016,Awarded to Suppliers,ISS HYDROCULTURE PTE. LTD.,150
HDB000ETT16000264,Term Contract For Maintenance Of Water Pumping System And Potable Water Service Installation At Various HDB Industrial Estates For A Period Of Three (3) Years,Housing and Development Board,12/12/2016,Awarded to Suppliers,AQUAFORCE PRIVATE LIMITED,244100
HDB000ETT16000265,Accredited Checking Services For Building Works At Kallang Whampoa Contract 47,Housing and Development Board,19/10/2016,Awarded to Suppliers,CKM CONSULTANTS PTE LTD,14090
HDB000ETT16000266,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Yishun Neighbourhood 4 Contract 21",Housing and Development Board,23/11/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000267,Provision Of Off-Site Computer Media Storage Facilities And Services (FY2016/T002),Housing and Development Board,12/12/2016,Awarded to Suppliers,RECALL TOTAL INFORMATION MANAGEMENT PTE. LTD.,737.58
HDB000ETT16000268,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering and Quantity Surveying) Consultancy Services for Public Housing at Bukit Batok Neighbourhood 1 Contract 15",Housing and Development Board,23/11/2016,Awarded to Suppliers,P & T CONSULTANTS PTE. LTD.,0
HDB000ETT16000269,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Sembawang Neighbourhood 1 Contract 13",Housing and Development Board,23/11/2016,Awarded to Suppliers,ADDP ARCHITECTS LLP,0
HDB000ETT16000270,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Bukit Batok Neighbourhood 4 Contract 22 To Contract 23",Housing and Development Board,23/11/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000271,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Sengkang Neighbourhood 4 Contract 41",Housing and Development Board,23/11/2016,Awarded to Suppliers,ADDP ARCHITECTS LLP,0
HDB000ETT16000272,Request-For-Proposal (RFP) To Develop An Alternative Material To Reduce The Impact Noise Transmitted Between Floors Of Residential Units,Housing and Development Board,27/12/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000273,Quantity Surveying Consultancy Services For: A) Design And Build Of Upgrading Projects For G21B; B) Design And Build Of Upgrading Projects For G21F; C) Design And Build Of Upgrading Projects For G22B,Housing and Development Board,11/11/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000275,Quantity Surveying Consultancy Services For: A) Design And Build Of Upgrading Projects For G21H & Contingency Works; B) Design And Build Of Upgrading Projects For G22C & Contingency Works; C) Design And Build Of Upgrading Projects For G22F & Contingency Works,Housing and Development Board,9/11/2016,Awarded to Suppliers,Northcroft Lim Consultants Pte Ltd,0
